Password;Length;Has_Uppercase;Has_Special;Security_Score
PGywxP8BC;9;1;0;3
F5NibHoTD;9;1;0;3
NQPIcbllyG;10;1;0;3
ssi4fxy;7;0;0;1
VY3iaL37q;9;1;0;3
iezg4yj;7;0;0;1
-N<@tB.h|`:{@28\;16;1;1;5
lpi2;4;0;0;1
so87;4;0;0;1
77`LHdhv|zb/|p6*e%;18;1;1;5
nu85;4;0;0;1
ed9ao;5;0;0;1
j0AY2WjMCnu;11;1;0;3
xe02;4;0;0;1
EkxjAzNWC;9;1;0;3
hScpwtKQO;9;1;0;3
uoktbq;6;0;0;1
DkViE)==gOD6if{\;16;1;1;5
huklapv;7;0;0;1
p1ldb2;6;0;0;1
6xq5;4;0;0;1
rmb30ks;7;0;0;1
*Vi{,o5hy4s(;12;1;1;5
ztuy;4;0;0;1
qAs0yGKM03y;11;1;0;3
8?'$(kI5U?B\T{|q;16;1;1;5
Kh,CG/kf7$[G`f4~v;17;1;1;5
T64eC2tkvDy;11;1;0;3
7v!w8Ih}kz<s;12;1;1;5
rr6zf;5;0;0;1
"P#N""FeGHB@PEyiKT!";17;1;1;5
0;13;1;1;5
xjxu;4;0;0;1
xpMFwrxzUSh;11;1;0;3
hs7821m;7;0;0;1
CcGGRBJs;8;1;0;3
"]B_\@4Rua_f;[pj";15;1;1;5
r3vyw;5;0;0;1
wom5c5ERHL;10;1;0;3
+`hRDW}@~P%N4D=;15;1;1;5
m5ay?P3KpL*U$q;14;1;1;5
BIBW!9$V?II,]ut17g;18;1;1;5
7xnevvs;7;0;0;1
dhqdLpcEGLp;11;1;0;3
lrafh;5;0;0;1
0;16;1;1;5
2po4;4;0;0;1
"l*_|;/#ou%h6E";13;1;1;5
ZnUfbTTWx;9;1;0;3
0awy4o;6;0;0;1
6ajcmga;7;0;0;1
didj57qqGq9;11;1;0;3
n7hhsxz;7;0;0;1
myz2bwR0v;9;1;0;3
Di`-S_QsqKMwt;13;1;1;5
"2:Wgxm<yKO~(sG{;l";17;1;1;5
C3t8qmRhkO;10;1;0;3
8kuw;4;0;0;1
l3ca;4;0;0;1
8B8SErSB;8;1;0;3
fzs6xmx;7;0;0;1
"Qbdn0+;dBEqyB<m<1F";18;1;1;5
YQyRZGQaCOr;11;1;0;3
])]OJjLx)0NBk1;14;1;1;5
P8ducRQ7e1;10;1;0;3
"0_O=QUu9""]gApa*2=";17;1;1;5
AaS06oPK;8;1;0;3
bl7FjXOz;8;1;0;3
e5imk;5;0;0;1
zfg3x;5;0;0;1
"YgTU;pj*mhYB-`d6";16;1;1;5
exm6jt;6;0;0;1
yr5Q4r4UMg;10;1;0;3
-8Ha2ca4[6r$Fkt|;16;1;1;5
FQZL8BwXQKq;11;1;0;3
Gpeh2gce8;9;1;0;3
XftDxbPFiM;10;1;0;3
HxaM7Lmpw;9;1;0;3
7k24;4;0;0;1
e7Z8KwLPI;9;1;0;3
xk1l;4;0;0;1
2ZV1XJYQDg;10;1;0;3
]DM?GKe<.r|g,2;14;1;1;5
pmiq;4;0;0;1
0tp5qlb;7;0;0;1
ud2QPvfzbA;10;1;0;3
5oi9;4;0;0;1
old8HKiZlO;10;1;0;3
eRVKaclzRsv;11;1;0;3
U4D9P2gXG7;10;1;0;3
Si31ZuSRE;9;1;0;3
TAwmlHhKY;9;1;0;3
bnt4ab8;7;0;0;1
t4uhl;5;0;0;1
"<bT9]wwF)p+;:F";14;1;1;5
ai&D7j96NK@c);13;1;1;5
vanq3;5;0;0;1
"ek:2B4Jk6J;KpT#$C";17;1;1;5
dg8v7ha;7;0;0;1
BX6bTdviR;9;1;0;3
"\E+}6E3;wWBnI6";14;1;1;5
bbLjOkgK79G;11;1;0;3
uUEI324cvLb;11;1;0;3
TnLMOqjES2;10;1;0;3
qjJ6O227cT;10;1;0;3
vvq5;4;0;0;1
mqb95QaV89o;11;1;0;3
4baBZJfG;8;1;0;3
ylzq;4;0;0;1
(4pb::+i-1SXQ%W[R;17;1;1;5
Kkt>i$\*C-gfZYD^V;17;1;1;5
e8wQJFvFG0o;11;1;0;3
d[MSnig9XjoFQ_/I%;17;1;1;5
"o""uRpkc6vx8D";12;1;1;5
S67ffWKm;8;1;0;3
SZmrs8349;9;1;0;3
7wgra;5;0;0;1
TuvD5xldTR;10;1;0;3
cMkCiNj>D`!(b;13;1;1;5
crk12fa;7;0;0;1
NBwLsQ9VA;9;1;0;3
cc3fd31;7;0;0;1
roec;4;0;0;1
Qja0Emiwmkm;11;1;0;3
1lROdTSVFAn;11;1;0;3
$PS'.+sSj}wn;12;1;1;5
51iHyGyZde6;11;1;0;3
msMTCEfo;8;1;0;3
PbKa127lNY;10;1;0;3
EkrNCkRY;8;1;0;3
Jqd2d4eDgKD;11;1;0;3
UTMLlaIts;9;1;0;3
ijgn2;5;0;0;1
o6hk5;5;0;0;1
fQGQg4b0k;9;1;0;3
fpvn7;5;0;0;1
^Ak*>VG4~`.O|t[A+I;18;1;1;5
cBRtx2geq;9;1;0;3
nfXVNdNbOy;10;1;0;3
1LN2uwNQ;8;1;0;3
VaNlEeP5;8;1;0;3
"P;b,H[#:i!%UE#s";15;1;1;5
Px7JISCqnI;10;1;0;3
s1z9;4;0;0;1
disjb;5;0;0;1
"0-X*;'SX:08rgHbAj";17;1;1;5
7egjpv;6;0;0;1
qkfbtz;6;0;0;1
">kP./B+|/mPk#|""a`";17;1;1;5
r30cwc;6;0;0;1
TLz6tmV7J;9;1;0;3
iCAB8vdS;8;1;0;3
ji!cV+Qm+8Feqq{TF;17;1;1;5
JgR94FtZr6;10;1;0;3
7jluw;5;0;0;1
cfu2;4;0;0;1
#*I-]w)sZYok-m3P;16;1;1;5
5jnn15mN3cV;11;1;0;3
ZY<^+NQg&,P\w;13;1;1;5
o8ha;4;0;0;1
"*;jq!,*^X[eBM^";14;1;1;5
_.V$74RD][NC#FdwXy;18;1;1;5
i4gp;4;0;0;1
bz9v2la;7;0;0;1
"'TWe5wiZD<ty""\&~2]";18;1;1;5
PwKZvdKa;8;1;0;3
mnTBMUftSd4;11;1;0;3
vV{dsuTvULOnm;13;1;1;5
nubI3Rvci;9;1;0;3
3IyFzEFa;8;1;0;3
w8aa;4;0;0;1
t9ttnzKc;8;1;0;3
tye77;5;0;0;1
nqrwod;6;0;0;1
nxNEU93xG;9;1;0;3
e3y563;6;0;0;1
Hahco=que20';12;1;1;5
srjr;4;0;0;1
glrz;4;0;0;1
>*<4W:ja+Va-PT;14;1;1;5
"F!D""6]|JjI,5K%@Q5";17;1;1;5
lu4ajl;6;0;0;1
OEnBVyv0;8;1;0;3
pNe9MyHSVY;10;1;0;3
!5-NY]Fop9V$8;13;1;1;5
8zZrS4aZIGyR;12;1;0;4
<>%U.VTf{t6UYa;14;1;1;5
zgorf;5;0;0;1
fex2;4;0;0;1
1zhnwy7;7;0;0;1
txzk4;5;0;0;1
Qb6Vs1UeT;9;1;0;3
og0xk;5;0;0;1
t2WvBpzH;8;1;0;3
JNSDzJwhxy;10;1;0;3
xklu;4;0;0;1
nij6r6a;7;0;0;1
f2qL2FpbLM;10;1;0;3
yup7ifl;7;0;0;1
ed03;4;0;0;1
?lmuwa2n2bPv1!;14;1;1;5
3ivo;4;0;0;1
NYuXwAoj9;9;1;0;3
ScpMCco8IRH;11;1;0;3
cptggd;6;0;0;1
i}&s9M=U9dl|;12;1;1;5
L7n:]CEkFO@6^*U{;16;1;1;5
u7hu;4;0;0;1
gL6GdwAPn;9;1;0;3
yd5kap;6;0;0;1
%c@z}7KBK*)b43+#f#;18;1;1;5
nqEC3ug_d(L|65=;15;1;1;5
(#uu9HlmhF@)LwcJJ;17;1;1;5
68xshe8;7;0;0;1
boo,ns}6vW*5AZA/;16;1;1;5
qfauy2o;7;0;0;1
ika6rxj;7;0;0;1
VV#M59j5a`9&%;13;1;1;5
|oU:u~4*}Q&c[1;14;1;1;5
IxCTJyj001K;11;1;0;3
h:uh,XDn$+R3e}0|'=;18;1;1;5
HhwSHc4f;8;1;0;3
IcTqMOYiDG;10;1;0;3
tCPFVcAh;8;1;0;3
"h>$|l`i^vQjaN1;/By";18;1;1;5
7JeeDnXQ54k;11;1;0;3
igHMhWAM9;9;1;0;3
Ck72xYa6;8;1;0;3
mX2>Go=Ap%]QJ;13;1;1;5
OvR2iWIMuPq;11;1;0;3
"rbI3|(}Y""1CQ=n";14;1;1;5
d5dOAmnM;8;1;0;3
nvxek;5;0;0;1
Wk>Bzmh-DO_c;12;1;1;5
%j[h/~A4VWtM;12;1;1;5
clvss;5;0;0;1
LfXZeR8ZV;9;1;0;3
OoV&'DA]B8N.N;13;1;1;5
5fjs;4;0;0;1
qXlG9jYtzr2;11;1;0;3
39ile;5;0;0;1
"SQLnjr?9;K^N<O0";15;1;1;5
23vfvLKiqj;10;1;0;3
MMFlDVTiS;9;1;0;3
tp2hfw;6;0;0;1
'<f*A(6Bw+NqD{Gs;16;1;1;5
"_-(7AMC3f}-c""tb3WQ";18;1;1;5
n2zubDfaUtx;11;1;0;3
MtjOn3LlX4;10;1;0;3
68j28;5;0;0;1
J-*6iD+DOQxs;12;1;1;5
"Z;h'W>z+?4DA~5mOor";18;1;1;5
3+wt,z6:!'O%9IQ;15;1;1;5
1clmzq;6;0;0;1
Pg6wdF!mAY*G1C%E5;17;1;1;5
mFC4zlfc;8;1;0;3
0x2sgrc;7;0;0;1
AZ73xYXe3;9;1;0;3
bpdcB8mosd7;11;1;0;3
x_8HcMA8%-jk#c,@]|;18;1;1;5
G.]o//KVD-=2j#qB;16;1;1;5
jVKSR3gE;8;1;0;3
5gzsTlip8;9;1;0;3
f3awy;5;0;0;1
"s!o;l`]M5S?)";12;1;1;5
F?Ux5bdECNmWvC}O{;17;1;1;5
N3YIxwtpA;9;1;0;3
GA>MA>yv%c}94z\;15;1;1;5
Ue89cVKgP;9;1;0;3
nr6ny;5;0;0;1
x5nr90;6;0;0;1
EcHh7obM;8;1;0;3
yhqh;4;0;0;1
$O^WA:y1*`{O,7;14;1;1;5
zSreDe6Cw;9;1;0;3
1zida9;6;0;0;1
NHyfvHhNFsM;11;1;0;3
qpcxra0;7;0;0;1
G[bz2Ex*87S=-;13;1;1;5
qon2ci;6;0;0;1
8q9r;4;0;0;1
re3qO1uy8Ky;11;1;0;3
"<2{Td|l""ceXqjz<3{e";18;1;1;5
wQUxZns5Vhu;11;1;0;3
TpfPjlOcdxO;11;1;0;3
lKicVq3CiTX;11;1;0;3
vDMIuv`2|I(a$o;14;1;1;5
nbzql;5;0;0;1
"dLzY%OGn}""cM";12;1;1;5
nfw3;4;0;0;1
mkuuhiu;7;0;0;1
T1naiy5lke;10;1;0;3
9{b4wB7idI6vwRw;15;1;1;5
o1vmedHK65t;11;1;0;3
p3401b;6;0;0;1
PLrZWlGM;8;1;0;3
1q2a6k;6;0;0;1
"qV:[pG;Y70jjMXb*";16;1;1;5
7njgc;5;0;0;1
FZAlFeXQsLA;11;1;0;3
sp838zq;7;0;0;1
RIgu:ghbG=IU<g.;15;1;1;5
mdl4dn;6;0;0;1
pa5c;4;0;0;1
Vy`DNTfBD`_p;12;1;1;5
fRaTLNiCj;9;1;0;3
3j9ykaJrA;9;1;0;3
hOmDkaU9;8;1;0;3
d.H9_w^+&-+]u;13;1;1;5
SyYiu18yst;10;1;0;3
PPwv0jFc;8;1;0;3
|,76@t.f4=KT;12;1;1;5
sOFoaZeV;8;1;0;3
b77v7oq;7;0;0;1
rfhGDooR8cm;11;1;0;3
9QhRMOc8WwL;11;1;0;3
9qxdxGVg;8;1;0;3
v3MNA8z0bjs;11;1;0;3
d8ctsU4N;8;1;0;3
1nwlf;5;0;0;1
SuhOqnVvA1GB<?s;15;1;1;5
Le0NFXms8;9;1;0;3
8MiASoJZ;8;1;0;3
t?hm<%aM!I5m\]P;15;1;1;5
i5J5n31lHlb;11;1;0;3
i6hrd;5;0;0;1
NrSglRB5hg;10;1;0;3
FGmDJYWoPmT;11;1;0;3
0ki3;4;0;0;1
dja8on2;7;0;0;1
\+g+S/`)k3+aOf(_;16;1;1;5
GmPIux1Xdql;11;1;0;3
>({I5?zix}mE;12;1;1;5
-2J<cR._yx4HoG*);16;1;1;5
v7nm;4;0;0;1
n67c2;5;0;0;1
0dvpx;5;0;0;1
dxv8ddg;7;0;0;1
0Bdeg<ACX%d>AN!DK@;18;1;1;5
dgm5x2;6;0;0;1
wp83xzg;7;0;0;1
>]0HS':S0U.(Mls6;16;1;1;5
}r}4Ze1=yctuN0xz;16;1;1;5
u_4ul^WCU7\MTu;14;1;1;5
?3!UsY\N7@P5z;13;1;1;5
5yo9zr;6;0;0;1
grixm;5;0;0;1
ath4;4;0;0;1
77ras;5;0;0;1
dkmpx;5;0;0;1
srTd0HUZ2;9;1;0;3
IkhtcMUp|Qu5#;13;1;1;5
Fhs|[kjI<U_Sz-w;15;1;1;5
VUuVqTk9;8;1;0;3
EV6@y&g\rO*);12;1;1;5
8mv7w;5;0;0;1
i4V),hpYUWxj;12;1;1;5
pwf698;6;0;0;1
r4az7oa;7;0;0;1
97K2S6dmAg;10;1;0;3
unp7jwh;7;0;0;1
0fpH4qE6vWZ;11;1;0;3
{5E/73s2#&#7Y/;14;1;1;5
yJ1CjPLAUu;10;1;0;3
dan4k;5;0;0;1
~<NCi6VLIX>X;12;1;1;5
og458;5;0;0;1
xlqfpf3;7;0;0;1
W<tQm.G/4*)BE;13;1;1;5
ya2b;4;0;0;1
0;18;1;1;5
rfp6;4;0;0;1
}'a)Vf4<,,97d!z'kw;18;1;1;5
ygYaVuAZHd;10;1;0;3
wltp2c0;7;0;0;1
qy5k0gr;7;0;0;1
"50()S!.""Np9'";12;1;1;5
bzgwrAWWsQk;11;1;0;3
lFBkM1ArtRP;11;1;0;3
h(OGM&#RQVEG)p;14;1;1;5
"/o`%t;Ay-!o6N";13;1;1;5
a:{YJ/_@PK:d|JhES';18;1;1;5
lqsPanIS;8;1;0;3
qLzfUCGQi5V;11;1;0;3
rjLYR70rVO0;11;1;0;3
EP?''~>iJb%glzHp8j;18;1;1;5
HZS2u8BEeQg;11;1;0;3
EFZOGTEvr;9;1;0;3
8k31b;5;0;0;1
AK9fi1As0u0;11;1;0;3
h&vzSDOn:3ScA{v%;16;1;1;5
jsq1i0cZLk;10;1;0;3
fupolhb;7;0;0;1
eMMcXgRbO8h;11;1;0;3
ckgab;5;0;0;1
MUvW{'gRD$4->;13;1;1;5
octAvNqfo;9;1;0;3
iHJIJWLWOU;10;1;0;3
!_uNem)qmzLE;12;1;1;5
wqgr6u9;7;0;0;1
6r5yqj;6;0;0;1
0;16;1;1;5
"`&eH"".gG\hg=@=n";15;1;1;5
SYw8wBrr;8;1;0;3
71a685;6;0;0;1
M7XemjwZLR;10;1;0;3
8yoyarJ6;8;1;0;3
0inqd;5;0;0;1
Ok3EvNdB;8;1;0;3
myxTPDgTD92YzRms;16;1;0;4
jdme;4;0;0;1
VeWJ0'x*mChhb;13;1;1;5
vzqY14sUkDj;11;1;0;3
g.YN3G,+tSfhvz;14;1;1;5
ThlaoFtGR;9;1;0;3
&'Gtx0wd08l/5aa);16;1;1;5
q57zk5FsVxZ;11;1;0;3
R1SwMB4VWA;10;1;0;3
pd8ag0n1J;9;1;0;3
t9hea1q;7;0;0;1
Dis28Ovup2;10;1;0;3
XJfgLh8Y8N;10;1;0;3
b*HS=$lxu9a2fTqq6;17;1;1;5
rTP2rSdM;8;1;0;3
LlmFLfieR3;10;1;0;3
opJFTT1f8C.HuMDl|;17;1;1;5
xxlbx;5;0;0;1
cIVLC8jWW;9;1;0;3
4tA7lv6a;8;1;0;3
jho2do;6;0;0;1
2gdx8;5;0;0;1
xixwrol;7;0;0;1
jY4RreSl8;9;1;0;3
1Jc9QArwU;9;1;0;3
cr6fsf9;7;0;0;1
KO{eCkJ,yceOe#=\;16;1;1;5
y5u5d;5;0;0;1
@kTaL{6JC<mR`0=qBN;18;1;1;5
w@s24*7**\p|hk5;15;0;1;4
zgoaGsoAS1y;11;1;0;3
9asrpc;6;0;0;1
d52m8;5;0;0;1
OA1vaSICKPW;11;1;0;3
F146bk91a;9;1;0;3
vmLy7Vorx;9;1;0;3
5l11;4;0;0;1
cEM5ClVbOz;10;1;0;3
d808lt;6;0;0;1
5VwZ4G%K?Q!REu;14;1;1;5
fxr1Uk55omL;11;1;0;3
RyDObYYKU;9;1;0;3
0;13;1;1;5
"sq,Q~tCY%uS;#w";14;1;1;5
SO4cCkuLR;9;1;0;3
7EbnP5Dpt;9;1;0;3
|Im-\/9R$[^2;12;1;1;5
pZPCCEIi;8;1;0;3
tnX<&jT,[-kP`y-3;16;1;1;5
EYQ8zcsA;8;1;0;3
"+xi5p""8y!x:f";12;0;1;4
iw9biq;6;0;0;1
jvec6w;6;0;0;1
"q&nuX[;hAs)=IxB<""";17;1;1;5
GrhK=MZMrIBPy.3B;16;1;1;5
hdk4p;5;0;0;1
ax590;5;0;0;1
"N8-{p'""d>wn:";12;1;1;5
GjHPXmmCCAK;11;1;0;3
kkp095k;7;0;0;1
0jy3;4;0;0;1
(%5d&5O1+)rX|sx;15;1;1;5
"B>mYJm4,.9cD;Y`W";16;1;1;5
z8RdTgeRS;9;1;0;3
aXvQ=y#Tl)_[+TO;15;1;1;5
<ijn0|P3*.wN&B+;15;1;1;5
5p6XxRuxt;9;1;0;3
950t6m;6;0;0;1
"RT@OJhRS;y0>G1,O";16;1;1;5
5nz3b;5;0;0;1
j3eUniR7fR;10;1;0;3
j!.UQeo/KtK9;12;1;1;5
V*~#UI~ZQ4QFk)7;15;1;1;5
ML6jLTGkj;9;1;0;3
J863Oj2v]C=oq5Bv)/;18;1;1;5
ySCbp6SqwO;10;1;0;3
MQAFJFyt;8;1;0;3
jnepvp;6;0;0;1
5UpFPGqRf;9;1;0;3
3R6SUvhl1;9;1;0;3
eB)P1YnC0w{Cq;13;1;1;5
Z9=A^HP%#K~D[OYT;16;1;1;5
`Fk$sZ^HE<$KB\cPn;17;1;1;5
01fhxn;6;0;0;1
(B(fo5'HwW(~HsP;15;1;1;5
pugqYFAP;8;1;0;3
lr3a80f;7;0;0;1
1eextgp;7;0;0;1
cymmhp4;7;0;0;1
nNV73LwX1dM;11;1;0;3
kix9;4;0;0;1
sd0zoqc;7;0;0;1
gf4klq;6;0;0;1
2p6mwz5;7;0;0;1
d3gmE7yDH;9;1;0;3
isbka;5;0;0;1
dQI0cCSZ;8;1;0;3
yc0vu95;7;0;0;1
m0vcopm;7;0;0;1
8qmri39KATx;11;1;0;3
0;16;1;1;5
3tJhidpuVMg;11;1;0;3
7y39;4;0;0;1
ABI2diBN`r>x.;13;1;1;5
5iIL'i,q[W=N;12;1;1;5
fd9j41x;7;0;0;1
'%YSb).:$}-_}]lD;16;1;1;5
6bqy17d;7;0;0;1
nqa10o;6;0;0;1
r5jhwl8I;8;1;0;3
C3id2FEY;8;1;0;3
Rqnkp9Erp;9;1;0;3
z8lvo4;6;0;0;1
6voq;4;0;0;1
GchzlKxnpbF;11;1;0;3
cspf;4;0;0;1
EdlWUCvhlQ;10;1;0;3
vQGJsg4ow;9;1;0;3
Nh+J}59<j$ne']{(Cn;18;1;1;5
R|G0V-*A4:E{RZ6(;16;1;1;5
PzSjKfzs0YI;11;1;0;3
w8dyt;5;0;0;1
mZB3.yT+iXm5s<b0;16;1;1;5
gfaFu1vZ;8;1;0;3
kFENv7FTE;9;1;0;3
GtSUqvcEmR;10;1;0;3
",;s!?JG0E%U.""vLX+_";18;1;1;5
0yz37;5;0;0;1
a4uSGipncu;10;1;0;3
l3eAts)fNiDHbX66g;17;1;1;5
\u?MP#]tNmuf;12;1;1;5
yvAvfXkJ;8;1;0;3
GmfCKiFZaZ4;11;1;0;3
c63q;4;0;0;1
qhb3;4;0;0;1
mg41u6;6;0;0;1
tkGcYa9CFcn;11;1;0;3
"_r7<s/AGmk`q;-""6La";18;1;1;5
6ppybCCs2t4;11;1;0;3
syXswOEy;8;1;0;3
gLHvVdgEkr;10;1;0;3
<gy.f2]>4\lW:bn;15;1;1;5
wy2iwy;6;0;0;1
YiznMhQVEq;10;1;0;3
wlnipe2;7;0;0;1
aBRT:bKTHLg&-yyH;16;1;1;5
NThes6EZT;9;1;0;3
ydjo;4;0;0;1
lsELe5x8;8;1;0;3
EKQZidAWWJ;10;1;0;3
"rq""}Di(UZC.Iy\t2X";17;1;1;5
5eDdSVMY;8;1;0;3
8xmro7i;7;0;0;1
endgqj1;7;0;0;1
kr6meo;6;0;0;1
ERrlnf0SbH;10;1;0;3
C`6blW3=a-{N-U;14;1;1;5
39gzh6p;7;0;0;1
"!""6l9YZ6\4d?P(@t+!";18;1;1;5
OR`[%zr]Iiku;12;1;1;5
qt52FHxtw;9;1;0;3
0in3qEEL;8;1;0;3
Xl0JbQwR;8;1;0;3
D4GJDNkua;9;1;0;3
4JIFJGkaS6;10;1;0;3
7dab;4;0;0;1
hnhVxFCfS;9;1;0;3
IkfB4B5r;8;1;0;3
MzJ>wx~~z,@ri$;14;1;1;5
hzmf;4;0;0;1
7wKI6>48XO-a;12;1;1;5
jLbstts6gw;10;1;0;3
EzcBF<A^xo7D+`%P;16;1;1;5
cfE%,6=/!zJ22P2V;16;1;1;5
}j6gZrka$1~A,-;14;1;1;5
e8tlgjh;7;0;0;1
C>2!mJS(qv}gZD;14;1;1;5
tJBnmv8VCy;10;1;0;3
VpV6t4iv;8;1;0;3
"~""\hU<6%9@8dtFz";15;1;1;5
XaWlujnUD;9;1;0;3
o3kn;4;0;0;1
"Wy}b]{zHjfRti""";14;1;1;5
t0vyi3y;7;0;0;1
XlCd3tQku;9;1;0;3
"0:;yFF^2\pPdPD~V";16;1;1;5
5nufj;5;0;0;1
xo>PNsO#6SUeQ&T;15;1;1;5
\71zL14VqN)NFaQ;15;1;1;5
czr9f;5;0;0;1
u2eu3q3;7;0;0;1
tCpOw61CK;9;1;0;3
xqnotk;6;0;0;1
}dNtEWbyc%&eKJ5@X;17;1;1;5
14Ao1BKL3x;10;1;0;3
LA1PE6QLppX;11;1;0;3
VPny{_d)GOi[]Ir/S;17;1;1;5
3higdzg;7;0;0;1
oaYaVpYsOm;10;1;0;3
WG22qd7EO;9;1;0;3
0MGx7qicW;9;1;0;3
Uksetr0eF5Y;11;1;0;3
fk3AECLSY;9;1;0;3
zfauo8PQ;8;1;0;3
MkKis9uETuo;11;1;0;3
`u[]BflC)+[K<$s9;16;1;1;5
#t:xi?0PpoAaT_%.C;17;1;1;5
dOVc4hzm2;9;1;0;3
oyzbQqO9AMB;11;1;0;3
5rhz1z;6;0;0;1
U165De8k;8;1;0;3
mewavqb;7;0;0;1
v5OX8Gs7;8;1;0;3
kptnzd;6;0;0;1
3zH9Kgsc;8;1;0;3
j6P6lF@c\'1V{36Qk;17;1;1;5
7y]w=M$=y$5]_r;14;1;1;5
CZP8Splr;8;1;0;3
3\,J:b\Mo`*txY;14;1;1;5
"e$t}?ya-#*CHVR!;dS";18;1;1;5
Y31G61BHC;9;1;0;3
pV\~h}b0=ug/-};14;1;1;5
Mf@p)s<'CQm(/<jOw.;18;1;1;5
JVEnl1c92dK;11;1;0;3
"pKTF]""KGO@3&e]An";16;1;1;5
^&Ih-rwc@\y{cB]TE;17;1;1;5
<x7#|A7@+.Hr<-+EK;17;1;1;5
6xg9s;5;0;0;1
8NW4my8vP;9;1;0;3
\RIbai8Ocw!m9R(;15;1;1;5
PYANnItU;8;1;0;3
tx6kfq;6;0;0;1
"#""`q&.*%s_faYU5R.";17;1;1;5
{yc2A&Xtar_9s{2Xd=;18;1;1;5
Fo0jzLYl;8;1;0;3
nsqlu9;6;0;0;1
qMFHRpo1;8;1;0;3
S8K{Du=G/Iq&<;13;1;1;5
Lys4<#G[:5fU;12;1;1;5
fiFZbMhC9y3;11;1;0;3
nkybu;5;0;0;1
"|:>3""E@!WDKUMS4";15;1;1;5
3dcfs;5;0;0;1
"s~;Iv497[8e+C'^*";16;1;1;5
gsafs3;6;0;0;1
paZ4XOLP8;9;1;0;3
lg9mwh;6;0;0;1
SRUUayQqUs;10;1;0;3
bgVhGdWTG8m;11;1;0;3
o3u4ro;6;0;0;1
NxdRd3vmkX;10;1;0;3
s3ZXuatmchi;11;1;0;3
j0-<JeE*>#<m;12;1;1;5
4LtZjKxcmr;10;1;0;3
RcNgh3xR;8;1;0;3
o3pNpFZ2D;9;1;0;3
0mj7w1c;7;0;0;1
zbgd8;5;0;0;1
"qQ/#x;iGC,d-0/X";15;1;1;5
TNogwkEjsm8;11;1;0;3
iisJy42y;8;1;0;3
1?y-R}E@kc|9*eCWv;17;1;1;5
aB[,Lk'8q(I~h^R|X;17;1;1;5
"2VwUw*QKlYx;=4";14;1;1;5
0b2zqo6;7;0;0;1
~&Ml=&~G(0ds^$9:,#;18;1;1;5
nhKMvAcku;9;1;0;3
ewbvs6j;7;0;0;1
^0}Pw=l!icuA~#;14;1;1;5
";#,N/3mtn*-N";12;1;1;5
i84xsby;7;0;0;1
m4c7;4;0;0;1
R`~NNmv:y<?aP7t;15;1;1;5
tGtHztdn;8;1;0;3
T1s7Gzoy;8;1;0;3
UvQN6MbMjz;10;1;0;3
yu+{Q@qL$E,OeI1;15;1;1;5
^xAHvb]rF1`&x\(;15;1;1;5
FTZwJOov0Qs;11;1;0;3
kvzp7vg;7;0;0;1
tE6MiwnZ;8;1;0;3
DiMKigIGF1;10;1;0;3
TJ4QKLlNgTM;11;1;0;3
\69hFS(+NrTd,n(s;16;1;1;5
">@HzFPt""*qYip+&x";16;1;1;5
adnfp;5;0;0;1
puF2QoiY61A;11;1;0;3
joiezw;6;0;0;1
imlb;4;0;0;1
fzloot;6;0;0;1
gi8HdzhTSl;10;1;0;3
b_OEN(2Ar+V}^+!e@;17;1;1;5
ec7cSiNZ;8;1;0;3
<90@^7Y{`nK0lVPSJw;18;1;1;5
5lojqq;6;0;0;1
Ey5QRuRo1Wq;11;1;0;3
gHwS71cce0d;11;1;0;3
MEN3zcN8;8;1;0;3
vHU3UPLzI;9;1;0;3
vmsq2;5;0;0;1
BRKzK3uD;8;1;0;3
hy256ic;7;0;0;1
rupg}vBNPJkxw>cX;16;1;1;5
5J<3#K-tOlv[=Ug:g;17;1;1;5
"E?$""NPv@$w9OnWx;b!";18;1;1;5
pj86;4;0;0;1
onhxfwa;7;0;0;1
46wr6;5;0;0;1
buik0j;6;0;0;1
5Z=aS{RwI$W-a;13;1;1;5
3hAYGXPa;8;1;0;3
rcuhw1m;7;0;0;1
O0BXHlti;8;1;0;3
oa39e1;6;0;0;1
P*?(KF%^X2'R76q`;16;1;1;5
2g4g7;5;0;0;1
DcwXlNo0l;9;1;0;3
t3o3qm7;7;0;0;1
8sn->P%a\4E1(Ht;15;1;1;5
VV6,00(=VYc/9Sz%;16;1;1;5
oh9w;4;0;0;1
qAbzOyTsx;9;1;0;3
ylt(~OvY=:dG\D;14;1;1;5
IbNEXegny;9;1;0;3
qmeeaac;7;0;0;1
w'YDxLS)kKHC9d;14;1;1;5
3!%pDrOL7.CMw)|v>z;18;1;1;5
OeztNfer;8;1;0;3
[+UE5L8A$?aJ!}C;15;1;1;5
dlqeguw;7;0;0;1
XMtMlxlK;8;1;0;3
uobn6s;6;0;0;1
ql40yXZpnk;10;1;0;3
6avv25;6;0;0;1
qgbsah3ei;9;0;0;2
b9tyr;5;0;0;1
YVW3zxun;8;1;0;3
@$hkjv%%M<ZDQx/;15;1;1;5
3EwN]V\]S/d@s;13;1;1;5
9jDEMKqv;8;1;0;3
b7Sq7O5xP;9;1;0;3
46qjn30;7;0;0;1
D&]k=}{-<9xF;12;1;1;5
JnFQajtFQl;10;1;0;3
r5w9h;5;0;0;1
y_Gy{h6B.+{ib[;14;1;1;5
nuyTseNA7;9;1;0;3
tyJCQQZl;8;1;0;3
